gene,drug,action
pharmgkb:PA162630444,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA451141,pharmgkb:PA28502,dbv:positive-allosteric-modulator
pharmgkb:PA162630444,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA451141,pharmgkb:PA28504,dbv:positive-allosteric-modulator
pharmgkb:PA164754878,pharmgkb:PA35026,dbv:potentiator
pharmgkb:PA164754878,pharmgkb:PA35053,dbv:agonist
pharmgkb:PA448964,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448871,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448689,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164774901,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450741,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449088,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164781355,pharmgkb:PA130,dbv:inducer
pharmgkb:PA164781355,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449918,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450633,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164779049,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA164774795,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164744924,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448971,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA448971,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10352,pharmgkb:PA130,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA448388,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449316,pharmgkb:PA130,dbv:substrate
pharmgkb:PA10235,pharmgkb:PA28075,dbv:inhibitor
pharmgkb:PA164749051,pharmgkb:PA27480,dbv:antagonist
pharmgkb:PA164754883,pharmgkb:PA286,dbv:agonist
pharmgkb:PA451141,pharmgkb:PA28496,dbv:potentiator
pharmgkb:PA164754877,pharmgkb:PA37404,dbv:substrate
pharmgkb:PA164776841,pharmgkb:PA321,dbv:inhibitor
pharmgkb:PA10140,pharmgkb:PA37169,dbv:inhibitor
pharmgkb:PA164776841,pharmgkb:PA25987,dbv:inhibitor
pharmgkb:PA10235,pharmgkb:PA28661,dbv:inhibitor
pharmgkb:PA10066,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448964,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA449001,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA451406,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA448971,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA10352,pharmgkb:PA27093,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA27093,dbv:inhibitor
pharmgkb:PA449918,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA164774919,pharmgkb:PA26142,dbv:inducer
pharmgkb:PA448682,pharmgkb:PA293,dbv:inducer
pharmgkb:PA161990676,pharmgkb:PA293,dbv:inducer
pharmgkb:PA451141,pharmgkb:PA35006,dbv:inhibitor
pharmgkb:PA449168,pharmgkb:PA28442,dbv:inhibitor
pharmgkb:PA164776841,pharmgkb:PA25998,dbv:inhibitor
pharmgkb:PA451141,pharmgkb:PA35004,dbv:inhibitor
pharmgkb:PA164749051,pharmgkb:PA164725706,dbv:antagonist
pharmgkb:PA449592,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA450326,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA450550,pharmgkb:PA31942,dbv:agonist
pharmgkb:PA450550,pharmgkb:PA31943,dbv:agonist
pharmgkb:PA448788,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA24413,dbv:inhibitor
pharmgkb:PA451706,pharmgkb:PA164743293,dbv:other-unknown
pharmgkb:PA448780,pharmgkb:PA164743293,dbv:other-unknown
pharmgkb:PA164745426,pharmgkb:PA164743293,dbv:binder
pharmgkb:PA165958378,pharmgkb:PA164743293,dbv:substrate
pharmgkb:PA164774805,pharmgkb:PA164743293,dbv:binder
pharmgkb:PA154410481,pharmgkb:PA164743293,dbv:substrate
pharmgkb:PA451706,pharmgkb:PA164752827,dbv:other-unknown
pharmgkb:PA448780,pharmgkb:PA164752827,dbv:other-unknown
pharmgkb:PA164745426,pharmgkb:PA164752827,dbv:binder
pharmgkb:PA165958378,pharmgkb:PA164752827,dbv:substrate
pharmgkb:PA164774805,pharmgkb:PA164752827,dbv:binder
pharmgkb:PA154410481,pharmgkb:PA164752827,dbv:substrate
pharmgkb:PA451706,pharmgkb:PA164749380,dbv:other-unknown
pharmgkb:PA448780,pharmgkb:PA164749380,dbv:other-unknown
pharmgkb:PA164745426,pharmgkb:PA164749380,dbv:binder
pharmgkb:PA165958378,pharmgkb:PA164749380,dbv:substrate
pharmgkb:PA164774805,pharmgkb:PA164749380,dbv:binder
pharmgkb:PA154410481,pharmgkb:PA164749380,dbv:substrate
pharmgkb:PA451706,pharmgkb:PA24690,dbv:other-unknown
pharmgkb:PA448780,pharmgkb:PA24690,dbv:other-unknown
pharmgkb:PA164745426,pharmgkb:PA24690,dbv:binder
pharmgkb:PA143487910,pharmgkb:PA297,dbv:inhibitor
pharmgkb:PA450919,pharmgkb:PA35,dbv:antagonist
pharmgkb:PA164748866,pharmgkb:PA35,dbv:agonist
pharmgkb:PA449825,pharmgkb:PA35,dbv:agonist
pharmgkb:PA448780,pharmgkb:PA30889,dbv:inhibitor
pharmgkb:PA450919,pharmgkb:PA24597,dbv:antagonist
pharmgkb:PA450919,pharmgkb:PA34,dbv:antagonist
pharmgkb:PA164748866,pharmgkb:PA34,dbv:agonist
pharmgkb:PA450919,pharmgkb:PA33,dbv:antagonist
pharmgkb:PA164781320,pharmgkb:PA28492,dbv:agonist
pharmgkb:PA146096020,pharmgkb:PA86,dbv:inhibitor
pharmgkb:PA146096020,pharmgkb:PA84,dbv:inhibitor
pharmgkb:PA146096020,pharmgkb:PA88,dbv:inhibitor
pharmgkb:PA449367,pharmgkb:PA33120,dbv:inhibitor
pharmgkb:PA164745550,pharmgkb:PA33120,dbv:inhibitor
pharmgkb:PA146096020,pharmgkb:PA26015,dbv:inhibitor
pharmgkb:PA451193,pharmgkb:PA143,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA125,dbv:substrate
pharmgkb:PA10252,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA448408,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA448408,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450626,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164754754,pharmgkb:PA128,dbv:substrate
pharmgkb:PA10252,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA10252,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164748099,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164768689,pharmgkb:PA31327,dbv:cofactor
pharmgkb:PA448408,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA333,dbv:inhibitor
pharmgkb:PA450384,pharmgkb:PA281,dbv:agonist
pharmgkb:PA164754814,pharmgkb:PA35826,dbv:Other
pharmgkb:PA164746749,pharmgkb:PA35813,dbv:inhibitor
pharmgkb:PA448710,pharmgkb:PA33129,dbv:inhibitor
pharmgkb:PA164749298,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA331,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA450771,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA450771,pharmgkb:PA329,dbv:substrate
pharmgkb:PA164748865,pharmgkb:PA329,dbv:inhibitor
pharmgkb:PA164768689,pharmgkb:PA27044,dbv:other
pharmgkb:PA448408,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA330,dbv:inhibitor
pharmgkb:PA164749648,pharmgkb:PA374,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA129,dbv:substrate
pharmgkb:PA450849,pharmgkb:PA25294,dbv:inducer
pharmgkb:PA450626,pharmgkb:PA126,dbv:substrate
pharmgkb:PA10252,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA10252,pharmgkb:PA126,dbv:substrate
pharmgkb:PA164748099,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748099,pharmgkb:PA126,dbv:inducer
pharmgkb:PA450626,pharmgkb:PA236,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA124,dbv:substrate
pharmgkb:PA10252,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA10252,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164748036,pharmgkb:PA35814,dbv:inhibitor
pharmgkb:PA450213,pharmgkb:PA38197,dbv:inhibitor
pharmgkb:PA164749648,pharmgkb:PA116,dbv:inhibitor
pharmgkb:PA164768689,pharmgkb:PA31272,dbv:cofactor
pharmgkb:PA450626,pharmgkb:PA332,dbv:inhibitor
pharmgkb:PA164768689,pharmgkb:PA31277,dbv:other
pharmgkb:PA164768689,pharmgkb:PA142671348,dbv:other-unknown
pharmgkb:PA165958401,pharmgkb:PA134865839,dbv:inhibitor
pharmgkb:PA450634,pharmgkb:PA85,dbv:inhibitor
pharmgkb:PA450634,pharmgkb:PA83,dbv:inhibitor
pharmgkb:PA164771231,pharmgkb:PA266,dbv:agonist
pharmgkb:PA451249,pharmgkb:PA29519,dbv:other-unknown
pharmgkb:PA10804,pharmgkb:PA30128,dbv:antagonist
pharmgkb:PA10804,pharmgkb:PA30128,dbv:multitarget
pharmgkb:PA164742949,pharmgkb:PA36,dbv:unknown
pharmgkb:PA449051,pharmgkb:PA36,dbv:agonist
pharmgkb:PA164742949,pharmgkb:PA37,dbv:unknown
pharmgkb:PA449051,pharmgkb:PA37,dbv:agonist
pharmgkb:PA448368,pharmgkb:PA35928,dbv:inhibitor
pharmgkb:PA164742949,pharmgkb:PA27480,dbv:agonist
pharmgkb:PA448368,pharmgkb:PA306,dbv:inhibitor
pharmgkb:PA448368,pharmgkb:PA307,dbv:inhibitor
pharmgkb:PA448368,pharmgkb:PA35011,dbv:inhibitor
pharmgkb:PA448368,pharmgkb:PA24434,dbv:inhibitor
pharmgkb:PA448368,pharmgkb:PA24433,dbv:inhibitor
pharmgkb:PA164771231,pharmgkb:PA156,dbv:agonist
pharmgkb:PA10804,pharmgkb:PA31817,dbv:antagonist
pharmgkb:PA10804,pharmgkb:PA26936,dbv:antagonist
pharmgkb:PA164742949,pharmgkb:PA35,dbv:partial-agonist
pharmgkb:PA449364,pharmgkb:PA35,dbv:agonist
pharmgkb:PA449051,pharmgkb:PA35,dbv:agonist
pharmgkb:PA450221,pharmgkb:PA36508,dbv:agonist
pharmgkb:PA451249,pharmgkb:PA36705,dbv:other-unknown
pharmgkb:PA448368,pharmgkb:PA24416,dbv:inhibitor
pharmgkb:PA449051,pharmgkb:PA24597,dbv:agonist
pharmgkb:PA164742949,pharmgkb:PA29550,dbv:unknown
pharmgkb:PA164742949,pharmgkb:PA29549,dbv:unknown
pharmgkb:PA450348,pharmgkb:PA24584,dbv:antagonist
pharmgkb:PA164742949,pharmgkb:PA27479,dbv:agonist
pharmgkb:PA448368,pharmgkb:PA305,dbv:inhibitor
pharmgkb:PA450634,pharmgkb:PA86,dbv:inhibitor
pharmgkb:PA450348,pharmgkb:PA29199,dbv:antagonist
pharmgkb:PA450634,pharmgkb:PA84,dbv:inhibitor
pharmgkb:PA450634,pharmgkb:PA88,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA24348,dbv:antagonist
pharmgkb:PA450221,pharmgkb:PA37815,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA38453,dbv:antagonist
pharmgkb:PA10252,pharmgkb:PA118,dbv:inhibitor
pharmgkb:PA451876,pharmgkb:PA24503,dbv:substrate
pharmgkb:PA450213,pharmgkb:PA323,dbv:inhibitor
pharmgkb:PA451346,pharmgkb:PA33132,dbv:inhibitor
pharmgkb:PA164747650,pharmgkb:PA181,dbv:agonist
pharmgkb:PA450626,pharmgkb:PA27092,dbv:inducer
pharmgkb:PA450626,pharmgkb:PA27092,dbv:substrate
pharmgkb:PA10252,pharmgkb:PA27092,dbv:inhibitor
pharmgkb:PA450384,pharmgkb:PA46,dbv:inhibitor
pharmgkb:PA449015,pharmgkb:PA26484,dbv:binder
pharmgkb:PA448591,pharmgkb:PA26484,dbv:antagonist
pharmgkb:PA450555,pharmgkb:PA354,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA237,dbv:inhibitor
pharmgkb:PA448710,pharmgkb:PA24583,dbv:antagonist
pharmgkb:PA448710,pharmgkb:PA24583,dbv:multitarget
pharmgkb:PA449015,pharmgkb:PA312,dbv:inhibitor
pharmgkb:PA449015,pharmgkb:PA312,dbv:substrate
pharmgkb:PA134687947,pharmgkb:PA29561,dbv:agonist
pharmgkb:PA449307,pharmgkb:PA27891,dbv:agonist
pharmgkb:PA448533,pharmgkb:PA389,dbv:inhibitor
pharmgkb:PA449389,pharmgkb:PA30059,dbv:inhibitor
pharmgkb:PA134687947,pharmgkb:PA192,dbv:agonist
pharmgkb:PA448408,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA121,dbv:substrate
pharmgkb:PA450626,pharmgkb:PA123,dbv:substrate
pharmgkb:PA134687937,pharmgkb:PA310,dbv:inhibitor
pharmgkb:PA134687947,pharmgkb:PA29550,dbv:agonist
pharmgkb:PA134687937,pharmgkb:PA193,dbv:antagonist
pharmgkb:PA134687937,pharmgkb:PA194,dbv:antagonist
pharmgkb:PA134687947,pharmgkb:PA29552,dbv:agonist
pharmgkb:PA134687947,pharmgkb:PA29553,dbv:agonist
pharmgkb:PA134687937,pharmgkb:PA29553,dbv:binder
pharmgkb:PA449015,pharmgkb:PA34,dbv:binder
pharmgkb:PA449015,pharmgkb:PA29456,dbv:binder
pharmgkb:PA134687937,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA448591,pharmgkb:PA29456,dbv:antagonist
pharmgkb:PA134687937,pharmgkb:PA27479,dbv:binder
pharmgkb:PA134687947,pharmgkb:PA29554,dbv:agonist
pharmgkb:PA134687937,pharmgkb:PA29554,dbv:binder
pharmgkb:PA450267,pharmgkb:PA37188,dbv:substrate
pharmgkb:PA164754754,pharmgkb:PA165,dbv:substrate
pharmgkb:PA448591,pharmgkb:PA311,dbv:inhibitor
pharmgkb:PA449389,pharmgkb:PA212,dbv:inhibitor
pharmgkb:PA450626,pharmgkb:PA27101,dbv:substrate
pharmgkb:PA451483,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451788,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451788,pharmgkb:PA125,dbv:substrate
pharmgkb:PA449307,pharmgkb:PA125,dbv:inhibitor
pharmgkb:PA451976,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451797,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451114,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450369,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449233,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164746334,pharmgkb:PA128,dbv:substrate
pharmgkb:PA452615,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA452615,pharmgkb:PA128,dbv:inducer
pharmgkb:PA452615,pharmgkb:PA128,dbv:substrate
pharmgkb:PA10074,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA10074,pharmgkb:PA128,dbv:substrate
pharmgkb:PA450873,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164776997,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450082,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA449307,pharmgkb:PA129,dbv:inhibitor
pharmgkb:PA449531,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA448333,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451126,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA126,dbv:substrate
pharmgkb:PA451788,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA451788,pharmgkb:PA126,dbv:substrate
pharmgkb:PA452615,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA452615,pharmgkb:PA126,dbv:substrate
pharmgkb:PA164747936,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748964,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748964,pharmgkb:PA126,dbv:substrate
pharmgkb:PA448333,pharmgkb:PA131,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA131,dbv:substrate
pharmgkb:PA164746334,pharmgkb:PA131,dbv:substrate
pharmgkb:PA448809,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451126,pharmgkb:PA124,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA124,dbv:substrate
pharmgkb:PA450369,pharmgkb:PA124,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA449233,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164746334,pharmgkb:PA124,dbv:substrate
pharmgkb:PA452615,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA452615,pharmgkb:PA124,dbv:substrate
pharmgkb:PA10074,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164747936,pharmgkb:PA124,dbv:inhibitor
pharmgkb:PA10888,pharmgkb:PA124,dbv:substrate
pharmgkb:PA164754789,pharmgkb:PA117,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA164747936,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA449307,pharmgkb:PA121,dbv:inhibitor
pharmgkb:PA451483,pharmgkb:PA133,dbv:inhibitor
pharmgkb:PA451483,pharmgkb:PA133,dbv:inducer
pharmgkb:PA164777011,pharmgkb:PA26121,dbv:substrate
pharmgkb:PA450369,pharmgkb:PA123,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA123,dbv:inhibitor
pharmgkb:PA10888,pharmgkb:PA123,dbv:substrate
pharmgkb:PA164748965,pharmgkb:PA236,dbv:inhibitor
pharmgkb:PA448333,pharmgkb:PA122,dbv:substrate
pharmgkb:PA451976,pharmgkb:PA122,dbv:substrate
pharmgkb:PA164746334,pharmgkb:PA122,dbv:substrate
pharmgkb:PA449233,pharmgkb:PA127,dbv:substrate
pharmgkb:PA10888,pharmgkb:PA127,dbv:substrate
pharmgkb:PA164784026,pharmgkb:PA30060,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA85,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA83,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA26011,dbv:inhibitor
pharmgkb:PA164745310,pharmgkb:PA28105,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA26484,dbv:binder
pharmgkb:PA164749342,pharmgkb:PA112,dbv:binder
pharmgkb:PA164749342,pharmgkb:PA148,dbv:binder
pharmgkb:PA448510,pharmgkb:PA33726,dbv:inhibitor
pharmgkb:PA164754850,pharmgkb:PA36113,dbv:inhibitor
pharmgkb:PA164749213,pharmgkb:PA30870,dbv:inhibitor
pharmgkb:PA164754850,pharmgkb:PA24681,dbv:inhibitor
pharmgkb:PA164749138,pharmgkb:PA36632,dbv:potentiator
pharmgkb:PA449138,pharmgkb:PA220,dbv:inhibitor
pharmgkb:PA164746156,pharmgkb:PA27123,dbv:inhibitor
pharmgkb:PA164745310,pharmgkb:PA34902,dbv:antagonist
pharmgkb:PA164749342,pharmgkb:PA381,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA26010,dbv:inhibitor
pharmgkb:PA164749342,pharmgkb:PA380,dbv:inhibitor
pharmgkb:PA164747170,pharmgkb:PA156,dbv:antagonist
pharmgkb:PA164749342,pharmgkb:PA111,dbv:binder
pharmgkb:PA164749342,pharmgkb:PA26485,dbv:binder
pharmgkb:PA164745310,pharmgkb:PA29830,dbv:antagonist
pharmgkb:PA164749342,pharmgkb:PA26486,dbv:binder
pharmgkb:PA164749342,pharmgkb:PA147,dbv:binder
pharmgkb:PA450523,pharmgkb:PA289,dbv:agonist
pharmgkb:PA450523,pharmgkb:PA288,dbv:agonist
pharmgkb:PA450523,pharmgkb:PA287,dbv:agonist
pharmgkb:PA164745310,pharmgkb:PA34901,dbv:antagonist
pharmgkb:PA164749342,pharmgkb:PA84,dbv:inhibitor
pharmgkb:PA164749138,pharmgkb:PA30050,dbv:inducer
pharmgkb:PA164784026,pharmgkb:PA30065,dbv:inhibitor
pharmgkb:PA164748741,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA164754741,pharmgkb:PA35000,dbv:inhibitor
pharmgkb:PA449686,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449686,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164749019,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450133,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164748880,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450144,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958343,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165110439,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164781020,pharmgkb:PA25189,dbv:agonist
pharmgkb:PA164781020,pharmgkb:PA25187,dbv:stimulator
pharmgkb:PA164754912,pharmgkb:PA271,dbv:inhibitor
pharmgkb:PA450413,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451775,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451512,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA448852,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451850,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451494,pharmgkb:PA388,dbv:substrate
pharmgkb:PA449733,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA448837,pharmgkb:PA388,dbv:inhibitor
pharmgkb:PA451950,pharmgkb:PA388,dbv:substrate
pharmgkb:PA451949,pharmgkb:PA390,dbv:Antagonist-
pharmgkb:PA10804,pharmgkb:PA390,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA390,dbv:substrate
pharmgkb:PA448685,pharmgkb:PA390,dbv:inhibitor
pharmgkb:PA451123,pharmgkb:PA374,dbv:inhibitor
pharmgkb:PA164748880,pharmgkb:PA129,dbv:substrate
pharmgkb:PA451123,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA451123,pharmgkb:PA267,dbv:inducer
pharmgkb:PA451123,pharmgkb:PA267,dbv:substrate
pharmgkb:PA164749385,pharmgkb:PA267,dbv:substrate
pharmgkb:PA10242,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449051,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448948,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA10804,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448388,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA449407,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450242,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450320,pharmgkb:PA267,dbv:substrate
pharmgkb:PA450877,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448765,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA448685,pharmgkb:PA267,dbv:inhibitor
pharmgkb:PA450206,pharmgkb:PA267,dbv:substrate
pharmgkb:PA164764489,pharmgkb:PA267,dbv:substrate
pharmgkb:PA448404,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA164748880,pharmgkb:PA126,dbv:substrate
pharmgkb:PA164779050,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450144,pharmgkb:PA126,dbv:substrate
pharmgkb:PA165958357,pharmgkb:PA126,dbv:inhibitor
pharmgkb:PA450144,pharmgkb:PA24346,dbv:substrate
pharmgkb:PA451123,pharmgkb:PA244,dbv:inhibitor
pharmgkb:PA449943,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA450617,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449726,pharmgkb:PA128,dbv:substrate
pharmgkb:PA451257,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA128,dbv:substrate
pharmgkb:PA164748726,pharmgkb:PA419,dbv:substrate
pharmgkb:PA7000,pharmgkb:PA419,dbv:inhibitor
pharmgkb:PA7000,pharmgkb:PA419,dbv:substrate
pharmgkb:PA449421,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450344,pharmgkb:PA130,dbv:inducer
pharmgkb:PA450344,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449726,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449061,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449061,pharmgkb:PA130,dbv:inducer
pharmgkb:PA164783809,pharmgkb:PA128,dbv:inducer
pharmgkb:PA451201,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA451201,pharmgkb:PA128,dbv:substrate
pharmgkb:PA140222719,pharmgkb:PA128,dbv:substrate
pharmgkb:PA165958352,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA165958352,pharmgkb:PA128,dbv:substrate
pharmgkb:PA144614921,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA144614921,pharmgkb:PA128,dbv:inducer
pharmgkb:PA165958376,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA128,dbv:inducer
pharmgkb:PA449841,pharmgkb:PA128,dbv:substrate
pharmgkb:PA449273,pharmgkb:PA128,dbv:inhibitor
pharmgkb:PA165958369,pharmgkb:PA419,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA419,dbv:substrate
pharmgkb:PA164781399,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164776668,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164783810,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958352,pharmgkb:PA130,dbv:substrate
pharmgkb:PA451608,pharmgkb:PA130,dbv:substrate
pharmgkb:PA144614921,pharmgkb:PA130,dbv:substrate
pharmgkb:PA164754742,pharmgkb:PA130,dbv:inducer
pharmgkb:PA165958348,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165958361,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA165958376,pharmgkb:PA130,dbv:substrate
pharmgkb:PA165950341,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA165950341,pharmgkb:PA130,dbv:substrate
pharmgkb:PA449841,pharmgkb:PA130,dbv:inhibitor
pharmgkb:PA449841,pharmgkb:PA130,dbv:substrate
pharmgkb:PA450218,pharmgkb:PA27091,dbv:inhibitor
pharmgkb:PA10236,pharmgkb:PA129,dbv:substrate
pharmgkb:PA449211,pharmgkb:PA129,dbv:substrate
pharmgkb:PA449461,pharmgkb:PA129,dbv:substrate
pharmgkb:PA449466,pharmgkb:PA25294,dbv:substrate
pharmgkb:PA451773,pharmgkb:PA25294,dbv:inhibitor
pharmgkb:PA10236,pharmgkb:PA126,dbv:substrate
